Source;Length
Medium sites;2,949
Medium sites;3,046
Medium sites;2,63
Medium sites;2,693
Medium sites;3,316
Medium sites;2,773
Medium sites;2,785
Medium sites;2,961
Medium sites;3,066
Medium sites;3,044
Medium sites;3,204
Medium sites;3,24
Medium sites;3,072
Medium sites;3,257
Medium sites;3,357
Medium sites;3,62
Medium sites;3,384
Medium sites;3,644
Medium sites;4,187
Medium sites;0,449
Medium sites;0,557
Medium sites;1,383
Medium sites;1,904
Medium sites;1,868
Medium sites;1,615
Medium sites;2,074
Medium sites;2,659
Medium sites;2,776
Medium sites;2,914
Medium sites;3,244
Medium sites;2,895
Medium sites;2,962
Medium sites;3,873
Medium sites;3,487
Medium sites;3,457
Medium sites;3,31
Medium sites;3,281
Medium sites;3,197
Medium sites;2,82
Medium sites;2,778
Medium sites;3,454
Medium sites;3,219
Medium sites;3,086
Medium sites;0,106
Medium sites;2,919
Medium sites;3,092
Medium sites;3,286
Medium sites;3,367
Medium sites;2,994
Medium sites;3,476
Medium sites;1,796
Medium sites;2,848
Medium sites;2,959
Medium sites;3,331
Medium sites;3,011
Medium sites;3,545
Medium sites;3,902
Medium sites;3,766
Medium sites;4,293
Medium sites;4,614
Medium sites;1,742
Medium sites;1,642
Medium sites;1,323
Medium sites;3,16
Medium sites;3,351
Medium sites;3,663
Medium sites;3,926
Medium sites;3,845
Medium sites;3,902
Medium sites;3,947
Medium sites;3,976
Medium sites;4,961
Medium sites;4,664
Medium sites;4,154
Medium sites;4,463
Medium sites;1,386
Medium sites;2,895
Medium sites;3,247
Medium sites;3,077
Medium sites;3,837
Medium sites;4,073
Medium sites;4,75
Medium sites;1,593
Medium sites;1,486
Medium sites;1,406
Medium sites;1,363
Medium sites;1,355
Medium sites;0,327
Medium sites;0,429
Medium sites;0,819
Medium sites;0,813
Medium sites;0,207
Medium sites;1,779
Medium sites;1,928
Medium sites;2,142
Medium sites;1,451
Medium sites;1,55
Medium sites;1,346
Medium sites;0,811
Medium sites;2,92
Medium sites;0,751
Medium sites;0,087
Medium sites;0,124
Medium sites;0,56
Medium sites;0,614
Medium sites;3,255
Medium sites;3,625
Medium sites;3,305
Medium sites;3,096
Medium sites;3,322
Medium sites;3,823
Medium sites;4,156
Medium sites;4,014
Medium sites;4,12
Medium sites;4,273
Medium sites;4,512
Medium sites;4,832
Medium sites;1,92
Medium sites;1,967
Medium sites;1,859
Medium sites;1,605
Medium sites;2,565
Medium sites;2,776
Medium sites;2,506
Medium sites;2,74
Medium sites;3,443
Medium sites;3,647
Medium sites;4,133
Medium sites;3,925
Medium sites;4,169
Medium sites;4,113
Medium sites;4,17
Medium sites;4,218
Medium sites;4,257
Medium sites;4,891
Medium sites;4,434
Medium sites;4,711
Medium sites;1,681
Medium sites;3,167
Medium sites;3,191
Medium sites;3,109
Medium sites;3,541
Medium sites;3,371
Medium sites;3,183
Medium sites;4,119
Medium sites;4,346
Medium sites;4,974
Medium sites;2,497
Medium sites;1,834
Medium sites;1,743
Medium sites;1,676
Medium sites;1,662
Medium sites;1,656
Medium sites;1,643
Medium sites;0,981
Medium sites;1,874
Medium sites;1,997
Medium sites;2,133
Medium sites;2,335
Medium sites;1,727
Medium sites;1,801
Medium sites;1,632
Medium sites;2,649
Medium sites;2,762
Medium sites;2,89
Medium sites;2,574
Medium sites;2,535
Medium sites;1,006
Medium sites;3,216
Medium sites;2,653
Large site;1,576
Large site;1,974
Large site;1,665
Large site;2,34
Large site;3,052
Large site;3,209
Large site;3,494
Large site;3,806
Large site;1,534
Large site;1,179
Large site;2,316
Large site;1,931
Large site;1,969
Large site;3,132
Large site;2,982
Large site;2,716
Large site;4,66
Large site;2,772
Large site;2,794
Large site;4,463
Large site;2,748
Large site;4,214
Large site;3,795
Large site;2,926
Large site;3,46
Large site;4,73
Large site;4,467
Large site;4,896
Large site;4,992
Large site;1,89
Large site;1,728
Large site;2,594
Large site;2,897
Large site;4,505
Large site;1,786
Large site;1,613
Large site;1,569
Large site;1,494
Large site;1,281
Large site;1,104
Large site;1,198
Large site;1,265
Large site;1,23
Large site;1,05
Large site;1,303
Large site;1,097
Large site;0,931
Large site;1,179
Large site;1,494
Large site;1,284
Large site;1,377
Large site;1,227
Large site;1,197
Large site;2,251
Large site;2,204
Large site;2,117
Large site;1,528
Large site;1,201
Large site;1,319
Large site;1,095
Large site;1,358
Large site;1,276
Large site;1,386
Large site;0,878
Large site;0,806
Large site;2,201
Large site;0,826
Large site;2,155
Large site;1,349
Large site;1,442
Large site;0,258
Large site;2,384
Large site;1,186
Large site;1,873
Large site;0,658
Large site;1,511
Large site;1,144
Large site;1,227
Large site;1,35
Large site;1,642
Large site;1,666
Large site;2,21
Large site;0,669
Large site;0,84
Large site;0,926
Large site;1,207
Large site;1,441
Large site;1,876
Large site;1,467
Large site;0,379
Large site;0,621
Large site;1,242
Large site;0,717
Large site;0,792
Large site;1,743
Large site;1,064
Large site;1,113
Large site;1,323
Large site;1,399
Large site;1,503
Large site;2,551
Large site;2,735
Large site;0,588
Large site;1,106
Large site;1,731
Large site;2,099
Large site;2,212
Large site;2,296
Large site;2,543
Large site;2,767
Large site;3,126
Large site;2,635
Large site;2,661
Large site;2,711
Large site;2,81
Large site;2,842
Large site;2,854
Large site;3,009
Large site;2,967
Large site;3,078
Large site;3,219
Large site;3,554
Large site;0,508
Large site;2,764
Large site;2,39
Large site;2,887
Large site;2,612
Large site;0,463
Large site;2,534
Large site;2,637
Large site;2,727
Large site;2,713
Large site;2,845
Large site;2,325
Large site;0,747
Large site;4,967
Large site;4,864
Large site;4,8
Large site;4,049
Large site;3,35
Large site;3,228
Large site;2,754
Large site;2,674
Large site;2,446
Large site;2,366
Large site;1,419
Large site;2,983
Large site;2,935
Large site;2,13
Large site;2,906
Large site;0,454
Large site;0,579
Large site;2,937
Large site;2,198
Large site;1,783
Large site;2,196
Large site;1,362
Large site;2,572
Large site;1,167
Large site;3,589
Large site;0,489
Large site;3,069
Large site;3,764
Large site;1,177
Large site;3,851
Large site;1,5
Large site;1,586
Large site;2,058
Large site;2,588
Large site;3,16
Large site;3,4
Large site;1,75
Large site;1,478
Large site;1,543
Large site;2,163
Large site;1,876
Large site;1,701
Large site;1,594
Large site;1,964
Large site;1,742
Large site;2,031
Large site;2,363
Large site;1,207
Large site;0,758
Large site;0,48
Large site;4,96
Large site;4,883
Large site;4,857
Large site;4,524
Large site;4,278
Large site;4,221
Large site;2,518
Large site;1,984
Large site;1,585
Large site;1,652
Large site;0,743
Large site;1,299
Large site;0,667
Large site;0,6
Large site;0,986
Large site;2,659
Large site;2,931
Large site;2,991
Large site;0,159
Large site;1,623
Large site;1,357
Large site;1,221
Large site;1,31
Large site;2,06
Large site;1,42
Large site;1,318
Large site;1,041
Large site;1,094
Large site;1,226
Large site;1,327
Large site;0,811
Large site;0,539
Large site;0,508
Large site;0,328
Large site;0,444
Large site;2,239
Large site;4,088
Large site;1,521
Large site;4,108
Large site;0,944
Large site;4,051
Large site;4,169
Large site;4,644
Large site;4,114
Large site;3,385
Large site;4,974
Large site;4,823
Large site;0,808
Large site;2,184
Large site;3,598
Large site;3,683
Large site;3,719
Large site;3,884
Large site;3,921
Large site;4,065
Large site;4,139
Large site;4,169
Large site;4,207
Large site;4,524
Large site;4,739
Large site;0,649
Large site;0,62
Large site;0,422
Large site;0,22
Large site;0,184
Large site;2,272
Large site;3,5
Large site;3,832
Large site;1,22
Large site;1,276
Large site;1,41
Large site;1,511
Large site;0,744
Large site;0,488
Large site;0,376
Large site;2,418
Large site;3,126
Large site;2,927
Large site;4,042
Large site;1,547
Large site;4,055
Large site;1,476
Large site;1,114
Large site;0,92
Large site;4,013
Large site;0,735
Large site;0,442
Large site;0,172
Large site;0,184
Large site;2,286
Large site;2,31
Large site;3,96
Large site;3,818
Large site;2,987
Large site;3,068
Large site;2,954
Large site;2,365
Large site;0,149
Large site;0,838
Large site;3,391
Large site;3,003
Large site;3,042
Large site;2,691
Large site;2,348
Large site;3,273
Large site;3,333
Large site;4,87
Large site;2,508
Large site;2,133
Large site;1,279
Large site;3,332
Large site;3,281
Large site;3,042
Large site;2,641
Large site;2,603
Large site;3,148
Large site;2,314
Large site;2,072
Large site;3,48
Large site;2,066
Large site;1,869
Large site;1,922
Large site;1,553
Large site;1,438
Large site;1,333
Large site;1,336
Large site;0,738
Large site;4,213
Large site;2,909
Large site;2,843
Large site;2,692
Large site;2,212
Large site;2,406
Large site;1,75
Large site;1,943
Large site;1,803
Large site;1,361
Large site;1,866
Large site;2,117
Large site;1,387
Large site;1,45
Large site;1,047
Large site;0,986
Large site;1,179
Large site;1,35
Large site;2,299
Large site;0,318
Large site;4,704
Large site;4,74
Large site;3,086
Large site;3,251
Large site;3,118
Large site;3,283
Large site;1,734
Large site;1,437
Large site;1,476
Large site;0,867
Large site;0,246
Large site;0,339
Large site;2,928
Large site;0,961
Large site;0,736
Large site;0,775
Large site;0,787
Large site;2,078
Large site;2,134
Large site;1,958
Large site;0,333
Large site;0,116
Large site;0,343
Large site;1,528
Large site;1,798
Large site;1,817
Large site;1,995
Large site;2,113
Large site;1,895
Large site;2,184
Large site;1,858
Large site;2,082
Large site;0,293
Large site;0,61
Large site;1,17
Large site;0,346
Large site;0,521
Large site;0,939
Large site;0,944
Large site;0,983
Large site;0,602
Large site;0,396
Large site;0,789
Large site;0,584
Large site;0,289
Large site;0,502
Large site;0,195
Large site;0,407
Large site;0,76
Large site;0,886
Large site;0,666
Large site;1,212
Large site;0,176
Large site;0,625
Large site;0,7
Large site;1,325
Large site;1,468
Large site;1,63
Large site;0,68
Large site;2,298
Large site;2,355
Large site;2,178
Large site;0,949
Large site;0,152
Large site;0,288
Large site;0,227
Large site;0,482
Large site;0,718
Large site;0,502
Large site;0,453
Large site;1,198
Large site;1,353
Large site;1,748
Large site;1,682
Large site;1,782
Large site;1,961
Large site;1,996
Large site;2,183
Large site;2,299
Large site;2,069
Large site;2,341
Large site;1,903
Large site;2,077
Large site;2,303
Large site;2,155
Large site;0,853
Large site;0,496
Large site;0,31
Large site;0,337
Large site;0,388
Large site;0,277
Large site;0,106
Large site;0,269
Large site;0,402
Large site;0,54
Large site;0,622
Large site;0,659
Large site;1,188
Large site;1,772
Large site;2,16
Large site;2,12
Large site;2,193
Large site;0,632
Large site;1,012
Large site;1,858
Large site;1,674
Large site;2,064
Large site;1,805
Large site;2,046
Large site;1,782
Large site;0,222
Large site;2,194
Large site;0,168
Large site;1,692
Large site;1,938
Large site;2,045
Large site;2,171
Large site;1,877
Large site;1,844
Large site;2,103
Large site;1,954
Large site;2,042
Large site;1,963
Large site;1,836
Large site;2,089
Large site;2,28
Large site;2,165
Large site;2,278
Large site;1,763
Large site;1,496
Large site;1,545
Large site;1,872
Large site;1,92
Large site;1,914
Large site;2,439
Large site;2,22
Large site;2,558
Large site;2,455
Large site;2,693
Large site;2,113
Large site;1,96
Large site;1,76
Large site;1,855
Large site;2,299
Large site;1,731
Large site;1,544
Large site;2,057
Large site;2,223
Large site;2,232
Large site;2,405
Large site;2,141
Large site;2,194
Large site;2,476
Large site;2,473
Large site;2,55
Large site;2,529
Large site;2,551
Large site;1,662
Large site;2,588
Large site;1,977
Large site;1,811
Large site;1,728
Large site;1,607
Large site;1,843
Large site;2,012
Large site;1,894
Large site;2,008
Large site;1,594
Large site;1,338
Large site;1,394
Large site;1,751
Large site;1,779
Large site;2,214
Large site;1,996
Large site;2,319
Large site;2,238
Large site;1,731
Large site;1,636
Large site;2,069
Large site;0,183
Large site;0,1
Large site;1,592
Large site;1,845
Large site;2,022
Large site;2,215
Large site;1,966
Large site;2,245
Large site;2,229
Large site;2,3
Large site;2,338
Large site;1,49
Large site;2,365
Large site;1,76
Large site;1,688
Large site;1,872
Large site;2,248
Large site;2,2
Large site;0,443
Large site;0,294
Large site;2,278
Large site;1,135
Large site;0,955
Large site;1,013
Large site;1,054
Large site;1,986
Large site;1,795
Large site;2,188
Large site;1,94
Large site;2,184
Large site;1,647
Large site;1,903
Large site;0,226
Large site;0,168
Large site;2,233
Large site;0,954
Large site;1,09
Large site;1,727
Large site;1,81
Large site;2,064
Large site;2,162
Large site;2,286
Large site;2,012
Large site;1,984
Large site;2,139
Large site;1,096
Large site;2,089
Large site;0,599
Large site;0,782
Large site;1,164
Large site;1,128
Large site;0,657
Large site;1,197
Large site;1,367
Large site;0,242
Large site;0,966
Large site;0,752
Large site;1,14
Large site;0,952
Large site;0,561
Large site;0,853
Large site;0,547
Large site;0,918
Large site;0,851
Large site;1,419
Large site;1,544
Large site;1,701
Large site;1,09
Large site;0,354
Large site;0,751
Large site;1,028
Large site;1,095
Large site;1,211
Large site;1,032
Large site;1,216
Large site;1,098
Large site;1,735
Large site;1,658
Large site;1,152
Large site;3,028
Large site;3,428
Large site;3,485
Large site;3,533
Large site;3,574
Large site;3,751
Large site;1,104
Large site;3,438
Large site;3,661
Large site;1,164
Large site;1,061
Large site;0,991
Large site;0,982
Large site;0,514
Large site;0,478
Large site;0,462
Large site;0,463
Large site;1,788
Large site;1,957
Large site;2,189
Large site;1,487
Large site;1,152
Large site;0,424
Large site;0,338
Large site;0,429
Large site;2,14
Large site;1,45
Large site;3,383
Large site;0,546
Large site;0,557
Large site;0,623
Large site;0,688
Large site;0,748
Large site;0,845
Large site;0,125
Large site;0,173
Large site;0,288
Large site;2,251
Large site;2,434
Large site;2,673
Large site;1,413
Large site;0,229
Large site;2,164
Large site;1,451
Large site;0,443
Large site;0,537
Large site;0,792
Large site;0,265
Large site;0,314
Large site;0,405
Large site;0,429
Large site;1,389
Large site;2,27
Large site;2,453
Large site;2,692
Large site;1,408
Large site;0,369
Large site;2,718
Large site;2,973
Large site;2,649
Large site;2,436
Large site;2,515
Large site;2,966
Large site;3,174
Large site;3,015
Large site;2,705
Large site;3,075
Large site;3,224
Large site;3,451
Large site;3,769
Large site;4,967
Large site;0,19
Large site;2,222
Large site;2,161
Large site;2,628
Large site;3,086
Large site;3,074
Large site;2,974
Large site;3,154
Large site;3,189
Large site;3,244
Large site;3,305
Large site;4,167
Large site;4,201
Large site;3,401
Large site;4,094
Large site;3,841
Large site;3,573
Large site;3,706
Large site;4,524
Large site;4,802
Large site;4,822
Large site;4,386
Large site;4,721
Large site;4,904
Large site;4,836
Large site;1,358
Large site;2,803
Large site;2,654
Large site;2,56
Large site;2,893
Large site;2,715
Large site;2,533
Large site;3,282
Large site;3,445
Large site;3,92
Large site;4,267
Large site;4,877
Large site;0,88
Large site;0,872
Large site;0,904
Large site;0,95
Large site;1,002
Large site;1,153
Large site;1,066
Large site;2,283
Large site;2,461
Large site;2,698
Large site;1,945
Large site;2,635
Large site;4,714
Large site;4,342
Large site;0,883
Large site;1,793
Large site;1,131
Large site;0,697
Large site;0,603
Large site;0,563
Large site;0,656
Large site;0,358
Large site;0,429
Large site;0,914
Large site;0,969
Large site;1,908
Large site;2,089
Large site;2,328
Large site;1,102
Large site;1,011
Large site;0,896
Large site;0,27
Large site;2,253
Large site;2,13
Large site;0,902
Large site;0,565
Large site;0,605
Large site;0,66
Large site;0,303
Large site;2,26
Large site;2,354
Large site;2,513
Large site;2,185
Large site;2,168
Large site;0,279
Large site;0,517
Large site;2,217
Large site;2,725
Large site;2,508
Large site;2,384
Large site;2,88
Large site;3,386
Large site;4,341
Large site;4,494
Large site;4,787
Large site;2,65
Large site;1,658
Large site;2,257
Large site;2,986
Large site;2,543
Large site;4,442
Large site;3,822
Large site;3,873
Large site;3,869
Large site;3,727
Large site;3,891
Large site;4,639
Large site;1,813
Large site;2,176
Large site;2,151
Large site;2,653
Large site;2,55
Large site;2,413
